0      0      1
1      0.0723687      0.983446
2      0      0.907718
3      0.0748087      0.928361
4      0.138566      0.970648
5      0.0775699      0.866025
6      0      0.807504
7      0.121756      0.819953
8      0.145428      0.917219
9      0.175638      0.870132
10      0      0.201876
11      0.204869      0.962062
12      0.0633113      0.765526
13      0      0.706566
14      0      0.605628
15      0.12777      0.740821
16      0.185555      0.801964
17      0.225359      0.916436
18      0.239637      0.859188
19      0      0.50469
20      0      0.302814
21      0      0.403752
22      0      0
23      0      0.100938
24      0.0666667      0.134584
25      0.075      0.22711
26      0.27127      0.959191
27      0.110503      0.654641
28      0.0673776      0.582872
29      0.192174      0.72768
30      0.249603      0.794318
31      0.290277      0.91277
32      0.303958      0.857389
33      0.145348      0.50585
34      0.148419      0.430683
35      0.0714286      0.432591
36      0.0666667      0.33646
37      0.1      0
38      0.133333      0.269168
39      0.133333      0.067292
40      0.15      0.151407
41      0.337713      0.962962
42      0.196168      0.643692
43      0.20946      0.538503
44      0.274008      0.714598
45      0.310438      0.75932
46      0.355387      0.917064
47      0.364368      0.810575
48      0.223319      0.428827
49      0.142857      0.360493
50      0.2      0
51      0.214286      0.288394
52      0.2      0.201876
53      0.225      0.0757035
54      0.266667      0.134584
55      0.40411      0.973602
56      0.417741      0.905854
57      0.311437      0.413133
58      0.299454      0.493488
59      0.289358      0.56424
60      0.279542      0.633035
61      0.354396      0.701746
62      0.41767      0.835923
63      0.424778      0.76376
64      0.254154      0.362635
65      0.3      0
66      0.285714      0.216296
67      0.357143      0.144197
68      0.333333      0.067292
69      0.470399      0.990608
70      0.486535      0.920991
71      0.488892      0.849255
72      0.361136      0.364694
73      0.366416      0.461599
74      0.371487      0.554664
75      0.360687      0.622664
76      0.415151      0.414136
77      0.432109      0.689323
78      0.49856      0.775359
79      0.377601      0.293847
80      0.4      0
81      0.416204      0.21309
82      0.411954      0.0814937
83      0.536566      1.01282
84      0.555254      0.940973
85      0.560087      0.867059
86      0.572353      0.791044
87      0.602642      1.03856
88      0.463887      0.366672
89      0.44036      0.502894
90      0.439668      0.612569
91      0.488798      0.655916
92      0.509233      0.451124
93      0.537927      0.699262
94      0.589499      0.732267
95      0.472541      0.278804
96      0.5      0
97      0.481429      0.18856
98      0.490575      0.0956954
99      0.616727      0.964436
100      0.631202      0.888265
101      0.646073      0.810011
102      0.668679      1.06577
103      0.677324      0.995615
104      0.551489      0.3708
105      0.556083      0.620928
106      0.492737      0.533112
107      0.59428      0.456129
108      0.606644      0.673489
109      0.661446      0.729114
110      0.563139      0.281752
111      0.6      0
112      0.58737      0.09654
113      0.575091      0.190393
114      0.734738      1.09222
115      0.686191      0.923651
116      0.695285      0.849841
117      0.704645      0.773885
118      0.745566      1.02066
119      0.769961      0.947195
120      0.626735      0.373827
121      0.679315      0.463995
122      0.611385      0.549158
123      0.748883      0.696245
124      0.677033      0.647089
125      0.634696      0.281752
126      0.7      0
127      0.677624      0.09654
128      0.655871      0.190393
129      0.867131      1.13414
130      0.800874      1.11569
131      0.813803      1.04325
132      0.76809      0.871798
133      0.779799      0.794418
134      0.827095      0.968779
135      0.840758      0.892227
136      0.809055      0.714481
137      0.701981      0.376854
138      0.7444      0.451238
139      0.693286      0.561563
140      0.766183      0.616539
141      0.744465      0.292243
142      0.8      0
143      0.9      0
144      0.781022      0.0998662
145      0.762522      0.197223
146      0.93352      1.14594
147      0.875049      1.06656
148      0.922904      1.04912
149      0.883181      0.997146
150      0.869226      0.732717
151      0.854799      0.813554
152      0.891533      0.925853
153      0.900112      0.852627
154      0.846245      0.63309
155      0.772565      0.376291
156      0.815897      0.457448
157      0.816773      0.550053
158      1      0
159      0.839713      0.277762
